b3,28,A28,M,,PORTUGAL,Não,Não,Em risco de prescrição (Ano atual),Licenciatura - 1º Ciclo,56,C56,FALSO,2012,ACTIVO,Cand. Especiais - Titulares de Curso Médios e Superiores,Ordinário,2,30,30,12,0,18,0,0,11,58,Ensino médio,Ensino superior - bacharelato,30,1063,47,,,,,,,,,,30,3,81436,100,,81481,78,57,,84116,0,,,,,,,,,,,,,,,,
b3,29,A29,F,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,28,C28,FALSO,2014,ACTIVO,Cand. Especiais - Titulares de Curso Médios e Superiores,Trabalhador Estudante,2,60,30,30,12,30,6,20,12,67,9º ano de escolaridade (antigo 5º ano),Ensino secundário complementar ou equivalente (antigo 7º ano),30,147,72,,,,,,,,,,30,5,41208,11,11,,41303,3,7,,42729,0,,45711,7,14,,47261,55,56,,,,,,,,,,
b2,30,A30,F,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,7,C7,VERDADEIRO,2017,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,1,60,10,30,30,,0,0,16,Desconhecido,Ensino secundário complementar ou equivalente (antigo 7º ano),10,0,,,,,,,,,,10,5,18041,86,67,,18105,100,,18106,89,66,,18107,96,67,,18108,80,65,,,,,,,,,,
b3,31,A31,M,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,FALSO,2014,ACTIVO,Cand. Especiais - Titulares de Curso Médios e Superiores,Trabalhador Estudante,2,52,30,26,0,38,0,0,12,64,Ensino superior - licenciatura,Ensino superior - licenciatura,30,1063,47,,,,,,,,,,20,4,40333,-1,,42729,-1,,43257,-1,,47171,20,69,,,,,,,,,,,,,
b3,32,A32,F,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,FALSO,2013,ACTIVO,Mudança de Curso,Trabalhador Estudante,2,30,30,12,0,18,6,33,3333,13,9,Ensino superior - licenciatura,Ensino superior - licenciatura,30,177,25,,,,,,,,,,20,3,41201,-1,,44354,100,,46889,7,41,,,,,,,,,,,,,,,,
b1,33,A33,F,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,44,C44,VERDADEIRO,2017,ACTIVO,Cand. Especiais - Titulares de Curso Médios e Superiores,Ordinário,1,60,10,30,30,,0,0,16,73,Ensino superior - licenciatura,Ensino superior - licenciatura,10,0,,,,,,,,,,10,4,45118,92,,45156,100,,45207,100,,47888,96,3,,,,,,,,,,,,,
b2,34,A34,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,12,C12,VERDADEIRO,2017,ACTIVO,CTeSP Titular de curso de ensino secundário,Trabalhador Estudante,1,36,10,6,6,,0,0,11,12,Ensino secundário complementar ou equivalente (antigo 7º ano),Ensino superior - licenciatura,10,0,,,,,,,,,,20,5,18021,25,,18149,-2,,18150,13,79,,18151,12,5,,18152,27,27,,,,,,,,,,
b2,35,A35,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,12,C12,VERDADEIRO,2017,ACTIVO,CTeSP Titular de curso de especialização tecnológica / ensino superior,Trabalhador Estudante,1,48,10,18,12,,0,0,10,66,6º ano de escolaridade (antigo 2º ano ou ciclo preparatório),6º ano de escolaridade (antigo 2º ano ou ciclo preparatório),10,0,,,,,,,,,,20,5,18021,12,5,,18149,-2,,18150,58,62,,18151,81,25,,18152,45,45,,,,,,,,,,
b3,36,A36,M,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,72,C72,FALSO,2013,ACTIVO,mudança de curso por cessação de ciclo de estudos e acreditação de novo ciclo,Ordinário,2,15,30,6,0,,0,0,12,5,6º ano de escolaridade (antigo 2º ano ou ciclo preparatório),Ensino superior - licenciatura,30,265,87,,,,,,,,,,20,2,90242,-2,,90248,-2,,,,,,,,,,,,,,,,,,,
b1,37,A37,M,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,32,C32,FALSO,2017,ACTIVO,Reingresso,Trabalhador Estudante,1,60,30,30,0,,0,0,0,Desconhecido,Desconhecido,30,738,52,,,,,,,,,,30,5,40909,11,54,,41703,0,,42729,62,96,,46415,5,56,,46493,8,33,,,,,,,,,,
b3,38,A38,M,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,69,C69,FALSO,2008,ACTIVO,Maiores de 23,Trabalhador Estudante,2,26,30,12,0,26,0,0,15,22,4º ano de escolaridade (antiga 4ª classe),4º ano de escolaridade (antiga 4ª classe),10,0,,,,,,,,,,30,2,90122,10,71,,90305,100,,,,,,,,,,,,,,,,,,,
b2,39,A39,F,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,14,C14,VERDADEIRO,2017,ACTIVO,CTeSP Titular de curso de especialização tecnológica / ensino superior,Trabalhador Estudante,2,48,10,24,24,,0,0,13,24,Ensino superior - licenciatura,Ensino superior - mestrado,10,0,,,,,,,,,,30,4,18117,83,33,,18169,50,,18170,92,86,,18172,86,67,,,,,,,,,,,,,
b1,40,A40,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2017,ACTIVO,Cand. Especiais - Titulares de Curso Médios e Superiores,Trabalhador Estudante,1,60,30,26,0,,0,0,12,Ensino médio,Ensino médio,10,0,30,23/09/2017,Indeferida,23/11/2017,,,,,,30,5,40333,0,,40338,8,33,,42729,7,14,,43257,0,,47166,9,76,,,,,,,,,,
b1,41,A41,F,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,48,C48,VERDADEIRO,2017,ACTIVO,Cand. Especiais - Titulares de Curso Médios e Superiores,Ordinário,1,60,10,30,30,,0,0,13,13,Ensino superior - licenciatura,Ensino superior - licenciatura,10,0,,,,,,,,,,20,6,40725,100,,40726,-2,,41215,96,43,,41326,95,,41327,100,,41328,92,31,,,,,,,
b3,42,A42,M,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,FALSO,2016,ACTIVO,Reingresso,Ordinário,2,60,30,26,0,60,0,0,10,Ensino superior - licenciatura,Ensino superior - doutoramento,30,1063,47,,,,,,,,,,20,5,40333,-1,,40338,-1,,42729,-1,,43257,-1,,47166,-1,,,,,,,,,,
b3,43,A43,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,FALSO,2014,ACTIVO,CTeSP Titular de curso de ensino secundário,Trabalhador Estudante,2,12,30,12,0,,0,0,13,37,4º ano de escolaridade (antiga 4ª classe),Ensino secundário complementar ou equivalente (antigo 7º ano),10,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
b3,45,A45,M,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,72,C72,FALSO,2013,ACTIVO,mudança de curso por cessação de ciclo de estudos e acreditação de novo ciclo,Ordinário,1,8,30,8,0,12,0,0,15,4º ano de escolaridade (antiga 4ª classe),4º ano de escolaridade (antiga 4ª classe),30,141,8,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
b2,46,A46,F,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,14,C14,VERDADEIRO,2017,ACTIVO,CTeSP Titular de curso de especialização tecnológica / ensino superior,Trabalhador Estudante,1,54,10,30,24,,0,0,13,58,Ensino superior - mestrado,Ensino superior - licenciatura,30,80,,,,,,,,,,30,4,18117,20,,18169,33,33,,18170,7,14,,18172,26,67,,,,,,,,,,,,,
b3,47,A47,F,,PORTUGAL,Não,Não,Prescrito,Mestrado Integrado,27,C27,FALSO,2015,ACTIVO,Reingresso,Ordinário,2,60,30,30,0,42,0,0,10,33,9º ano de escolaridade (antigo 5º ano),Ensino secundário complementar ou equivalente (antigo 7º ano),10,0,,,,,,,,,,20,5,41201,-1,,41236,-1,,41703,28,57,,42729,-1,,43564,0,,,,,,,,,,
b3,48,A48,M,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,FALSO,2015,ACTIVO,Mudança de Curso,Trabalhador Estudante,2,60,30,30,0,24,0,0,11,14,9º ano de escolaridade (antigo 5º ano),Ensino secundário complementar ou equivalente (antigo 7º ano),30,295,4,,,,,,,,,,30,5,81106,100,,81125,0,,81441,10,71,,84116,21,43,,89096,14,81,,,,,,,,,,
b2,49,A49,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,6,C6,VERDADEIRO,2017,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,1,60,10,30,30,,0,0,17,8,Ensino secundário complementar ou equivalente (antigo 7º ano),Ensino superior - licenciatura,30,600,,,,,,,,,,30,5,18081,75,,18082,85,71,,18083,90,91,,18089,100,,18183,83,33,,,,,,,,,,
b3,50,A50,M,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,72,C72,FALSO,2015,ACTIVO,Mudança de Curso,Trabalhador Estudante,2,12,30,6,0,6,0,0,11,27,Ensino superior - licenciatura,Ensino superior - mestrado,10,0,,,,,,,,,,30,1,90121,0,,,,,,,,,,,,,,,,,,,,,,
b1,51,A51,F,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,53,C53,VERDADEIRO,2017,ACTIVO,Cand. Especiais - Titulares de Curso Médios e Superiores,Trabalhador Estudante,1,60,10,30,24,,0,0,17,25,Ensino superior - licenciatura,Ensino superior - licenciatura,10,0,,,,,,,,,,30,5,81125,67,86,,81435,79,31,,81436,75,,84116,0,,85101,88,89,,,,,,,,,,
b1,52,A52,M,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,25,C25,VERDADEIRO,2017,ACTIVO,Cand. Especiais - Titulares de Curso Médios e Superiores,Trabalhador Estudante,1,42,30,18,6,,0,0,10,93,Ensino secundário complementar ou equivalente (antigo 7º ano),Ensino superior - mestrado,10,0,,,,,,,,,,30,4,41208,51,85,,47055,11,11,,47080,50,,47259,100,,,,,,,,,,,,,
b2,53,A53,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,2,C2,VERDADEIRO,2017,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,1,60,10,30,30,,0,0,15,8,Desconhecido,4º ano de escolaridade (antiga 4ª classe),10,0,,,,,,,,,,20,5,18020,100,,18023,-2,,18024,93,33,,18025,100,,18026,93,75,,,,,,,,,,
b1,54,A54,M,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,39,C39,VERDADEIRO,2017,ACTIVO,Cand. Especiais - Titulares de Curso Médios e Superiores,Ordinário,1,48,30,30,0,,0,0,11,54,4º ano de escolaridade (antiga 4ª classe),4º ano de escolaridade (antiga 4ª classe),10,0,,,,,,,,,,10,3,42257,100,,42883,89,29,,47030,100,,,,,,,,,,,,,,,,
b1,55,A55,M,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,55,C55,VERDADEIRO,2017,ACTIVO,Cand. Especiais - Titulares de CETs,Trabalhador Estudante,1,60,10,30,20,,0,0,13,3,4º ano de escolaridade (antiga 4ª classe),4º ano de escolaridade (antiga 4ª classe),30,283,6,,,,,,,,,,20,5,81430,100,,81436,-2,,82133,68,97,,85111,51,85,,89124,21,43,,,,,,,,,,
b3,56,A56,M,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,56,C56,FALSO,2012,ACTIVO,Cand. Especiais - Titulares de CETs,Trabalhador Estudante,2,24,30,12,0,6,0,0,10,47,Sabe ler sem possuir o 4º ano de escolaridade (antiga 4ª classe),Sabe ler sem possuir o 4º ano de escolaridade (antiga 4ª classe),10,0,,,,,,,,,,30,2,84116,0,,85101,70,37,,,,,,,,,,,,,,,,,,,
b3,57,A57,M,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,FALSO,2016,ACTIVO,Reingresso,Trabalhador Estudante,2,30,30,12,0,6,0,0,11,55,Ensino secundário complementar ou equivalente (antigo 7º ano),Ensino secundário complementar ou equivalente (antigo 7º ano),30,295,4,,,,,,,,,,20,3,40382,-2,,40383,7,69,,47166,40,48,,,,,,,,,,,,,,,,
b3,58,A58,M,,PORTUGAL,Sim,Sim,Não Prescrito,Mestrado Integrado,26,C26,FALSO,2015,ACTIVO,Cand. Especiais - Titulares de CETs,Trabalhador Estudante,1,26,30,12,0,26,0,0,0,Ensino secundário complementar ou equivalente (antigo 7º ano),Ensino superior - bacharelato,10,0,,,,,,,,,,20,2,42729,-1,,43257,-1,,,,,,,,,,,,,,,,,,,
b3,59,A59,M,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,53,C53,FALSO,2012,ACTIVO,Cand. Especiais - Titulares de CETs,Trabalhador Estudante,2,30,30,18,0,6,0,0,11,73,4º ano de escolaridade (antiga 4ª classe),Ensino secundário complementar ou equivalente (antigo 7º ano),10,0,,,,,,,,,,30,2,81439,64,29,,85101,11,11,,,,,,,,,,,,,,,,,,,
b2,60,A60,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,14,C14,VERDADEIRO,2017,ACTIVO,CTeSP Titular de curso de ensino secundário,Trabalhador Estudante,1,42,10,18,12,,0,0,13,04,9º ano de escolaridade (antigo 5º ano),4º ano de escolaridade (antiga 4ª classe),10,0,,,,,,,,,,20,4,18169,20,,18170,85,71,,18171,-1,,18172,90,,,,,,,,,,,,,
b1,61,A61,M,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,FALSO,2017,ACTIVO,Reingresso,Ordinário,1,54,30,24,6,,0,0,14,5,4º ano de escolaridade (antiga 4ª classe),4º ano de escolaridade (antiga 4ª classe),10,0,,,,,,,,,,30,4,40431,46,15,,40436,52,38,,42502,81,82,,47166,26,19,,,,,,,,,,,,,
b3,62,A62,F,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,61,C61,FALSO,2015,ACTIVO,Mudança de Curso,Trabalhador Estudante,2,62,30,32,0,18,0,0,11,78,9º ano de escolaridade (antigo 5º ano),9º ano de escolaridade (antigo 5º ano),30,1063,47,,,,,,,,,,30,6,40521,0,,40637,9,76,,40639,7,69,,40641,0,,40645,5,56,,40725,61,9,,,,,,,
b3,63,A63,M,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,63,C63,FALSO,2016,ACTIVO,Mudança de Curso,Trabalhador Estudante,2,60,30,30,6,54,12,22,2222,11,83,9º ano de escolaridade (antigo 5º ano),4º ano de escolaridade (antiga 4ª classe),10,0,,,,,,,,,,30,5,40766,93,33,,42729,0,,47169,100,,47223,100,,47238,76,92,,,,,,,,,,
b3,64,A64,M,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,42,C42,FALSO,2009,ACTIVO,Cand. Especiais - Titulares de Curso Médios e Superiores,Trabalhador Estudante,1,30,30,18,0,60,0,0,0,4º ano de escolaridade (antiga 4ª classe),4º ano de escolaridade (antiga 4ª classe),10,0,,,,,,,,,,10,2,40577,100,,47216,100,,,,,,,,,,,,,,,,,,,
b3,65,A65,M,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,35,C35,FALSO,2010,ACTIVO,Regime Geral,Trabalhador Estudante,2,48,30,24,0,18,0,0,11,Ensino secundário complementar ou equivalente (antigo 7º ano),Ensino superior - bacharelato,30,443,12,,,,,,,117,2,1,20,4,41708,100,,41773,100,,41793,28,57,,42729,-1,,,,,,,,,,,,,
